scope,runs,id,title_ua,title_en,competition,count,frequency,frequency_percent
mode:normal,60000,27,Сухий закон,Prohibition,Both,5,0.00008333333333333333,0.008333333333333333
mode:normal,60000,28,На класі,Pure Class,Cup,18,0.0003,0.03
mode:normal,60000,29,Нерви зі сталі,Nerves of Steel,Cup,29,0.00048333333333333334,0.04833333333333333
mode:normal,60000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
mode:normal,60000,31,Я так бачу,Trust My Eyes,Both,0,0,0
mode:normal,60000,32,Монобільшість,Single-Party Majority,Both,0,0,0
mode:normal,60000,33,Коаліція,Coalition,Both,12036,0.2006,20.06
mode:normal,60000,34,Три мушкетери,The Three Musketeers,Both,18,0.0003,0.03
mode:normal,60000,35,Автобус припарковано,Bus Parked,Both,15,0.00025,0.025
mode:normal,60000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,4,0.00006666666666666667,0.006666666666666667
mode:normal,60000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,3,0.00005,0.005
mode:normal,60000,38,Ящик горілки,A Crate of Vodka,Both,109,0.0018166666666666667,0.18166666666666667
mode:normal,60000,39,Полтавська битва,Battle of Poltava,Cup,15,0.00025,0.025
mode:normal,60000,40,Дніпровський тандем,Dnipro Tandem,Both,14,0.00023333333333333333,0.023333333333333334
mode:normal,60000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,1,0.000016666666666666667,0.0016666666666666668
mode:normal,60000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
mode:normal,60000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,0,0,0
mode:normal,60000,44,ООН,United Nations,Both,26,0.0004333333333333333,0.043333333333333335
mode:normal,60000,45,Балканський експрес,Balkan Express,Both,2,0.000033333333333333335,0.0033333333333333335
mode:normal,60000,46,Латиноамериканський квартал,Latin Quarter,Both,1,0.000016666666666666667,0.0016666666666666668
mode:normal,60000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,12735,0.21225,21.224999999999998
mode:normal,60000,48,Жити по-новому,Living a New Way,Both,3424,0.05706666666666667,5.706666666666667
mode:normal,60000,49,Назад у 90-ті,Back to the ’90s,Both,428,0.0071333333333333335,0.7133333333333334
mode:normal,60000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,1,0.000016666666666666667,0.0016666666666666668
mode:normal,60000,51,Нічия влаштовує,A Draw Will Do,League,124,0.0020666666666666667,0.20666666666666667
mode:normal,60000,52,"Маємо те, що маємо",It Is What It Is,League,949,0.015816666666666666,1.5816666666666666
mode:normal,60000,53,На тоненького,By a Thread,League,0,0,0
mode:normal,60000,54,Бавовна,Bavovna,League,0,0,0
mode:normal,60000,55,Захист для слабаків,Defense Optional,League,23,0.00038333333333333334,0.03833333333333334
mode:normal,60000,56,Лото «Забава»,The Lottery,Cup,38,0.0006333333333333333,0.06333333333333332
mode:normal,60000,57,На 120-й,In the 120th,Cup,9,0.00015,0.015
mode:normal,60000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,456,0.0076,0.76
mode:normal,60000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,128,0.0021333333333333334,0.21333333333333335
mode:normal,60000,60,На мінімалках,Bare Minimum,Cup,13,0.00021666666666666666,0.021666666666666667
mode:normal,60000,61,Динамівські серця,Hearts of “Dynamo”,Both,6,0.0001,0.01
mode:normal,60000,62,Фінал 2006,Final 2006,Cup,5,0.00008333333333333333,0.008333333333333333
mode:normal,60000,63,Легенда «Барселони»,Barcelona’s Legend,Both,162,0.0027,0.27
mode:normal,60000,64,Промислова революція,Industrial Revolution,Both,1575,0.02625,2.625
mode:normal,60000,65,Два крила,Two Wings,Both,5,0.00008333333333333333,0.008333333333333333
mode:normal,60000,66,Крізь роки,Through the Years,Both,23,0.00038333333333333334,0.03833333333333334
mode:normal,60000,67,Кобзарі,The Kobzars,Both,0,0,0
mode:normal,60000,68,Акт Злуки,Act of Unity,Both,6240,0.104,10.4
mode:normal,60000,69,Кордони 1991,Borders of 1991,Both,104,0.0017333333333333333,0.17333333333333334
mode:normal,60000,70,Львівське метро,Lviv Metro,Both,442,0.007366666666666666,0.7366666666666666
mode:normal,60000,71,Котлета по-київськи,Chicken Kyiv,Both,273,0.00455,0.455
mode:normal,60000,72,Кубок світу,World Cup,Both,0,0,0
mode:normal,60000,73,Кубок Африки,Africa Cup,Both,0,0,0
mode:normal,60000,74,День бабака,Groundhog Day,Cup,346,0.0057666666666666665,0.5766666666666667
mode:normal,60000,75,Стара школа,Old School,Both,0,0,0
mode:normal,60000,76,Так!,Yes!,Both,2895,0.04825,4.825
mode:normal,60000,77,Покращення вже сьогодні,A Better Life Today,Both,5890,0.09816666666666667,9.816666666666666
mode:normal,60000,78,Опорник із Запоріжжя,CDM from Zaporizhzhia,Both,646,0.010766666666666667,1.0766666666666667
mode:normal,60000,79,Мужики,The Lads,Both,382,0.006366666666666666,0.6366666666666666
mode:normal,60000,80,Бойся Бога і пацанов с Крівова Рога,Fear God and Chaps from Kryvyi Rih,Both,456,0.0076,0.76
mode:normal,60000,81,Олександрійське диво,Oleksandriya Miracle,Both,51,0.00085,0.08499999999999999
mode:normal,60000,82,Ковалівка в Європі,Kovalivka in Europe,Both,95,0.0015833333333333333,0.15833333333333333
mode:normal,60000,83,Потримай моє пиво,Hold My Beer,Both,192,0.0032,0.32
mode:normal,60000,84,Українське класичне,Ukrainian Clásico,Both,222,0.0037,0.37
mode:normal,60000,85,"Ми всі різні, але ми українці",United Ukraine,Both,1291,0.021516666666666667,2.151666666666667
mode:normal,60000,86,Міміно,Mimino,Both,20,0.0003333333333333333,0.03333333333333333
mode:normal,60000,87,Суперорли,Super Eagles,Both,6,0.0001,0.01
mode:normal,60000,88,Лінія Мажино,Maginot Line,Both,0,0,0
mode:normal,60000,89,П’ять пальців,Five Fingers,Both,15285,0.25475,25.474999999999998
mode:normal,60000,90,П’ятий елемент,The Fifth Element,Both,57,0.00095,0.095
mode:normal,60000,91,Тризуб,Tryzub,Both,9553,0.15921666666666667,15.921666666666667
mode:normal,60000,92,Дуплет,Double Tap,Both,1428,0.0238,2.3800000000000003
mode:normal,60000,93,Це нормально,This Is Fine,League,9,0.00015,0.015
mode:normal,60000,94,Кийов і Львов не указ Ужгородови,Kyiv and Lviv Don’t Rule Uzhorod,Both,2059,0.03431666666666667,3.431666666666667
mode:normal,60000,95,Албанська мафія,"Ti Shqipëri, më jep nder",Both,11,0.00018333333333333334,0.018333333333333333
competition:league|formation:4-4-2|mode:normal,10000,1,Кєнти,Kents,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,2,Файне місто,Faine Misto,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,3,Третя сила,The Third Force,Both,11,0.0011,0.11
competition:league|formation:4-4-2|mode:normal,10000,4,Мрія Луческу,Lucescu’s Dream,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,5,Іноземний легіон,Foreign Legion,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,6,Слава Україні!,Slava Ukraini!,Both,836,0.0836,8.36
competition:league|formation:4-4-2|mode:normal,10000,7,Донбас порожняк не гонить,Donbas Delivers,Both,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,8,Крим — це Україна!,Crimea Is Ukraine!,Both,127,0.0127,1.27
competition:league|formation:4-4-2|mode:normal,10000,9,Кубок Львову!,Cup to Lviv!,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,10,Зрада,Zrada,Both,5140,0.514,51.4
competition:league|formation:4-4-2|mode:normal,10000,11,За Вами виїхала СБУ,SBU Is Coming for You,Both,1517,0.1517,15.17
competition:league|formation:4-4-2|mode:normal,10000,12,Перед каждою ігрою!..,Before Every Game!..,League,1721,0.1721,17.21
competition:league|formation:4-4-2|mode:normal,10000,13,"Здається, Бог наказує нас за щось","Apparently, God Punishes Us",Both,1594,0.1594,15.939999999999998
competition:league|formation:4-4-2|mode:normal,10000,14,Перші назавжди,First Forever,League,4,0.0004,0.04
competition:league|formation:4-4-2|mode:normal,10000,15,Весна 1999,Spring 1999,Both,2,0.0002,0.02
competition:league|formation:4-4-2|mode:normal,10000,16,Стамбул 2009,Istanbul 2009,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,17,Варшава 2015,Warsaw 2015,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,18,Ударна пара,Strike Partnership,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,19,Золотий м’яч,Ballon d’Or,Both,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,20,СаШо,SaSho,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,21,Німеччина 2006,Germany 2006,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,22,Перший Кубок,The First Cup,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,23,Непереможні,Invincibles,League,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,24,Безкомпромісні,No Compromises,League,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,25,Ідеально збалансовано,Perfectly Balanced,League,136,0.0136,1.3599999999999999
competition:league|formation:4-4-2|mode:normal,10000,26,Потужно,Powerful Stuff,League,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,27,Сухий закон,Prohibition,Both,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,28,На класі,Pure Class,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,29,Нерви зі сталі,Nerves of Steel,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,31,Я так бачу,Trust My Eyes,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,32,Монобільшість,Single-Party Majority,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,33,Коаліція,Coalition,Both,1681,0.1681,16.81
competition:league|formation:4-4-2|mode:normal,10000,34,Три мушкетери,The Three Musketeers,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,35,Автобус припарковано,Bus Parked,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,38,Ящик горілки,A Crate of Vodka,Both,17,0.0017,0.16999999999999998
competition:league|formation:4-4-2|mode:normal,10000,39,Полтавська битва,Battle of Poltava,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,40,Дніпровський тандем,Dnipro Tandem,Both,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,1,0.0001,0.01
competition:league|formation:4-4-2|mode:normal,10000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,44,ООН,United Nations,Both,5,0.0005,0.05
competition:league|formation:4-4-2|mode:normal,10000,45,Балканський експрес,Balkan Express,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,46,Латиноамериканський квартал,Latin Quarter,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,1014,0.1014,10.14
competition:league|formation:4-4-2|mode:normal,10000,48,Жити по-новому,Living a New Way,Both,814,0.0814,8.14
competition:league|formation:4-4-2|mode:normal,10000,49,Назад у 90-ті,Back to the ’90s,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,51,Нічия влаштовує,A Draw Will Do,League,36,0.0036,0.36
competition:league|formation:4-4-2|mode:normal,10000,52,"Маємо те, що маємо",It Is What It Is,League,327,0.0327,3.27
competition:league|formation:4-4-2|mode:normal,10000,53,На тоненького,By a Thread,League,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,54,Бавовна,Bavovna,League,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,55,Захист для слабаків,Defense Optional,League,9,0.0009,0.09
competition:league|formation:4-4-2|mode:normal,10000,56,Лото «Забава»,The Lottery,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,57,На 120-й,In the 120th,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,24,0.0024,0.24
competition:league|formation:4-4-2|mode:normal,10000,60,На мінімалках,Bare Minimum,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,61,Динамівські серця,Hearts of “Dynamo”,Both,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,62,Фінал 2006,Final 2006,Cup,0,0,0
competition:league|formation:4-4-2|mode:normal,10000,63,Легенда «Барселони»,Barcelona’s Legend,Both,12,0.0012,0.12
